id,text
rn-1790-00238," XVI. It is allowed to the Commanders of His Majesty's ships in Foreign Parts, to salute the persons of any Admirals, Commanders in Chief, or Captains of ships of War of Foreign Nations, and Foreign Noblemen or strangers of Quality, as also the Factories of the King's subjects, coming on Board to visit the ship ; and the Number of Guns is left to the Discretion of the Commander, as shall be suitable to the occasion, and the Quality of the person visiting ; but he is nevertheless to remain accountable for any Excesses in the Abuse of this Liberty.
"
rn-1790-00239," XVII. If the ship visited be in Company with other ships of War, the Captain is not to make use of the Civilities allowed in the preceding Article, but with Leave and consent of the Commander in Chief, or the senior Captain.
"
rn-1790-00240," XVIII. Merchant ships, whether Foreigners, or belonging to His Majesty's subjects, saluting the Admiral of the Fleet, shall be answered by six Guns less ; when they salute any other Flag ships, they shall be answered by Four Guns less ; and if they salute Men of War commanded by Captains, they shall be answered by Two Guns less. 
"
rn-1790-00241," XIX. If several Merchant ships salute in Company, no Return is to be made 'till all have finished, and then by such a Number of Guns as shall be thought proper ; but though the Merchant ships should answer, there shall be no second Return.
"
rn-1790-00242," XX. When any Persons of Quality, or of a Publick Character, embark on Board any of His Majesty's ships, they may be saluted at their coming on Board, and also at their Departure, with the following Number of Guns, - viz. A Duke, or an Ambassador, with 15 Guns. Other Publick Ministers, or persons of Quality, with less, according to their quality.
"
rn-1790-00243," XXI. Nothing in the foregoing Article is to be understood to restrain Commanders in their Respect to any of the Royal Family, who are always to be saluted by Guns, at the Discretion of the Commander in Chief.
"
rn-1790-00244," XXII. The Anniversary Days of the Birth, Accession, and Coronation of the King, of the Birth of the Queen, of the Restoration of King Charles the second, and of Gun-powder Treason, shall be solemnized by His Majesty's ships, if they are in Port, with such a Number of Guns as the Chief Officer shall think proper, not exceeding Twenty- one each ship.
"
rn-1790-00245," XXIII. All salutes are to be made with the Guns of the Upper Deck.
"
rn-1790-00246," XXIV. None of His Majesty's ships of War shall salute any of His Majesty's Forts or Castles in Great-Britain or Ireland, on any Pretence whatsoever.
"
rn-1790-00247," XXV. When a Flag Officer or Commander in Chief dies at sea, or in a Road, at the putting of the Corpse into the sea, or carrying it from the ship to be interred ashore, the Commanding Officers shall cause such a Number of Guns to be fired , Funeral- wise, from the ships in Company, as he shall think proper, and the Flag shall be struck half mast.
"
rn-1790-00248," XXVI. If a Captain of any of His Majesty's ships dies at sea, or in a Road, in Company of a Fleet or squadron, the Commander in Chief shall, upon the Disposal of his Corpse as before, appoint such a Number of Guns as he shall think fit , not exceeding Twenty, to be fired , Funeral-wise, from the ship he commanded, and the Pendant of the ship to be lowered down. But if the ship be alone, the next surviving Officer is to cause the same to be done.
"
rn-1790-00249," XXVII. A Lieutenant dying at sea, or in a Road, in a Fleet or squadron, there shall be fired on the same Occasion, from the ship he belonged to, Three Vollies of small Arms, by Direction of the Commander in Chief. But if the ship be single, the Captain is to cause the same to be done.
"
rn-1790-00250," XXVIII. No Merchant-ship is to fire Guns in any Road or Port after the Watch is set, if any of His ships be there.  
"
rn-1790-00251," Of Prizes. 
"
rn-1790-00252," I. WHEN any ship or Vessel is taken from the Enemy, the Hatches are to be immediately spiked up, and her Lading and Furniture secured from Embezzlement, ' till sentence is passed upon her in some Court of Admiralty, impowered to take Cognizance of Causes of that Nature. 
"
rn-1790-00253," II. The Captain is to cause the Officers of the Prize to be examined, and Three or more of the Company, who can give best Evidence, to be brought to the said Court of Admiralty, together with the Charter-Parties, Bills of Lading, and other ship Papers found on Board. 
"
rn-1790-00254," III. If any of His Majesty's subjects are found amongst the Prisoners, he is to order Three or Four of his own ship's Company to take particular Notice of them, and to set down in Writing their Names, and circumstances of their being taken, in order to help their Memory, in case they shall be produced as Evidence against them. 
"
rn-1790-00255," IV. He is to carry the said Prisoners, being His Majesty's subjects, before some Magistrate, to be examined, together with his own Witnesses, and to send the Copies of the Declaration they make to the secretary of the Admiralty. 
"
rn-1790-00256," V. When a Privateer is taken, great Care is to be had to secure all the ship's Papers, especially the Commission ; but if there be no legal commission found on Board, then all the Prisoners are to be carried before some Magistrate, in order to their being examined, and committed as Pirates. 
"
rn-1790-00257," PART III. The Lieutenant. 
"
rn-1790-00258," ARTICLE I. WHEN a Lieutenant receives a commission to serve in any of His Majesty's ships, he is to repair on Board, and diligently execute all such Orders as he shall receive from his Commander for his Majesty's service, and never absent from the ship, on any Pretence, without his Leave. 
"
rn-1790-00259," II. He is to keep a List of the Officers and Men in his Watch, and frequently to muster them, and represent to the Captain the Names of such as shall be from their Duty.
"
rn-1790-00260," III. In the Night he is to visit the ship between Decks, when he shall judge proper, and at other Times send down a careful Officer to see that there be no Disorder among the Men, nor any Fire or Candle burning any where, nor Tobacco smoaked between Decks.
"
rn-1790-00261," IV. He is never to change the Course of the ship at sea without the Captain's Directions, unless to prevent an immediate Danger.
"
rn-1790-00262," V. No Boats are to come on Board, or go off, without the Lieutenant of the Watch being acquainted with it.
"
rn-1790-00263," VI. The Lieutenant is to inform the Captain of the Misbehaviour of any Person in the ship, and of what ever else concerns the service or Discipline. He is always to be upon the Deck in his Watch, and prevent Noise and Confusion. 
"
rn-1790-00264," VII. In Time of Action he is to see that the Men be at their proper Quarters or stations, according to the Regulation which the Captain hath made, whether it be at the Great Guns, small Arms, Powder Room, Rigging, &c. and that they do all perform their Duty. 
"
rn-1790-00265," VIII. It is expected that he do provide himself with the sea Books, necessary Instruments, Maps, and Books of Navigation. And he is to keep a Journal, according to the Form set down in Page ( 158, 159 , ) and at the End of the Voyage to deliver Copies thereof signed by himself, into the Admiralty and Navy Offices. 
"
